1	2
61	94
41	62
21	32
81	131
101	163
121	204
161	276
141	239
221	378
181	309
241	415
201	349
261	455
301	525
341	596
281	493
381	668
321	562
401	709
361	630
421	743
461	813
441	773
501	887
481	848
541	956
521	919
561	992
601	1065
581	1026
641	1136
621	1101
661	1167
681	1202
701	1243
721	1282
741	1314
761	1354
801	1422
781	1383
821	1460
841	1494
861	1529
881	1563
901	1596
921	1640
941	1673
961	1706
981	1744
1001	1781
1021	1819
1061	1889
1041	1851
1101	1959
1081	1924
1141	2029
1121	1993
1161	2067
1181	2102
1201	2139
1221	2176
1241	2210
1261	2246
1281	2282
1301	2317
1321	2357
1341	2389
1361	2428
1401	2499
1381	2462
1421	2534
1441	2570
1481	2642
1461	2608
1501	2676
1521	2711
1561	2786
1541	2748
1581	2820
1621	2893
1601	2854
1641	2925
