1	0.0
21	0.003000020980834961
41	0.031002044677734375
61	0.020000934600830078
81	0.031001567840576172
101	0.4890279769897461
121	0.11600661277770996
141	0.6490373611450195
161	0.9220528602600098
181	0.2370138168334961
201	0.41802382469177246
221	0.6470370292663574
241	0.5360307693481445
261	1.545088291168213
281	0.7140405178070068
301	0.47302699089050293
321	2.3481342792510986
341	2.368135452270508
361	1.167067050933838
381	1.428081750869751
401	0.5960345268249512
421	0.9960567951202393
441	2.765158176422119
461	1.3370764255523682
481	1.0560603141784668
501	1.5840904712677002
521	3.2841877937316895
541	3.0591747760772705
561	2.058117628097534
581	2.2071263790130615
601	2.6881539821624756
621	3.0761759281158447
641	2.2491283416748047
661	3.6272075176239014
681	4.881279230117798
701	2.887165069580078
721	2.882164716720581
741	3.6502091884613037
761	4.162238121032715
781	3.4351966381073
801	5.663323879241943
821	3.6332077980041504
841	6.7473859786987305
861	3.457197666168213
881	7.301417827606201
901	3.9952285289764404
921	4.174238681793213
941	4.293245553970337
961	7.4734272956848145
981	4.901280164718628
1001	4.375250339508057
1021	6.395365953445435
1041	5.749328851699829
1061	8.11946415901184
1081	6.830390453338623
1101	7.105406284332275
1121	8.183468341827393
1141	7.644437313079834
1161	7.453426122665405
1181	9.71755599975586
1201	8.655495166778564
1221	8.862507104873657
1241	10.306589603424072
1261	9.971570253372192
1281	9.133522510528564
1301	8.716498374938965
1321	10.795617580413818
1341	8.93151068687439
1361	11.653666496276855
1381	9.591548681259155
1401	11.283645391464233
1421	9.740557432174683
1441	10.328590631484985
1461	15.757900953292847
1481	9.429539442062378
1501	17.00997304916382
1521	16.364936113357544
1541	9.780559301376343
1561	9.552546501159668
1581	10.01757264137268
1601	19.16109585762024
1621	9.87456488609314
1641	10.642608642578125
1661	19.950140953063965
1681	19.42811107635498
1701	11.388651132583618
1721	12.634722471237183
1741	12.350706577301025
1761	13.438768863677979
1781	19.60612154006958
1801	12.856735467910767
1821	25.02643132209778
1841	22.30427575111389
1861	12.542717218399048
1881	13.829790830612183
1901	11.856678247451782
1921	13.883794069290161
1941	25.237443685531616
1961	13.681782722473145
1981	18.80607557296753
2001	13.765787363052368
2021	16.609950065612793
2041	12.322705030441284
